score,city,date,measurement_kind,unit,unique_accounts,signal_count,trade_rows,active_position_rows,active_value_usdc,trade_usdc,top_temperatures,market_type_counts,side_counts,top_handles
21.59,New York City,January 3,highest,F,1,1,0,1,8.71,0.0,"[{""label"": ""28-29F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.59,London,November 17,highest,F,1,1,0,1,8.92,0.0,"[{""label"": ""50-51F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.59,New York City,January 20,highest,F,1,1,0,1,9.4,0.0,"[{""label"": ""28-29F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.59,Toronto,December 9,highest,C,1,1,0,1,9.23,0.0,"[{""label"": ""-1C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""marchyel"", ""count"": 1}]"
21.59,Chongqing,April 2,highest,C,1,1,0,1,9.2,0.0,"[{""label"": ""18C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""tianqizhishen"", ""count"": 1}]"
21.59,Jakarta,April 8,highest,C,1,1,0,1,9.5,0.0,"[{""label"": ""34C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""tianqizhishen"", ""count"": 1}]"
21.59,Atlanta,January 24,highest,F,1,1,0,1,8.8,0.0,"[{""label"": ""44-45F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""Lmaccoinz"", ""count"": 1}]"
21.59,Paris,February 28,highest,C,1,1,0,1,8.56,0.0,"[{""label"": ""14C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""0x22AB768409A2C6ef788F5c32CFb6d1aB4eCbd485-1760969593818"", ""count"": 1}]"
21.59,Buenos Aires,March 2,highest,C,1,1,0,1,8.83,0.0,"[{""label"": ""30C or below"", ""count"": 1}]","{""threshold_low"": 1}","{""YES"": 1}","[{""handle"": ""daasw"", ""count"": 1}]"
21.59,Buenos Aires,March 12,highest,C,1,1,0,1,8.58,0.0,"[{""label"": ""27C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""daasw"", ""count"": 1}]"
21.59,Los Angeles,March 25,highest,F,1,1,0,1,9.45,0.0,"[{""label"": ""72-73F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""0xf64145c4c47B7Ce75CDe11C15A82136a14fB2B4A-1770645462820"", ""count"": 1}]"
21.59,Toronto,March 22,highest,C,1,1,0,1,9.48,0.0,"[{""label"": ""12C or below"", ""count"": 1}]","{""threshold_low"": 1}","{""NO"": 1}","[{""handle"": ""0x5264b001677b47dd2E20fe20213749DbD7909a63-1770895753458"", ""count"": 1}]"
21.58,Tokyo,March 25,highest,C,1,1,0,1,8.0,0.0,"[{""label"": ""14C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""mjf02"", ""count"": 1}]"
21.58,Seoul,January 28,highest,C,1,1,0,1,8.0,0.0,"[{""label"": ""-3C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""Walter-Weather"", ""count"": 1}]"
21.58,New York City,September 11,highest,F,1,1,0,1,8.0,0.0,"[{""label"": ""82-83F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neandertal"", ""count"": 1}]"
21.58,New York City,October 19,highest,F,1,1,0,1,8.0,0.0,"[{""label"": ""71-72F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neandertal"", ""count"": 1}]"
21.58,London,September 2,highest,F,1,1,0,1,8.12,0.0,"[{""label"": ""67-68F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neandertal"", ""count"": 1}]"
21.58,New York City,September 1,highest,F,1,1,0,1,7.51,0.0,"[{""label"": ""80-81F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.58,London,December 24,highest,C,1,1,0,1,8.4,0.0,"[{""label"": ""6C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""marchyel"", ""count"": 1}]"
21.58,London,February 8,highest,C,1,1,0,1,8.0,0.0,"[{""label"": ""10C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""Lmaccoinz"", ""count"": 1}]"
21.58,Ankara,April 1,highest,C,1,1,0,1,7.8,0.0,"[{""label"": ""15C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""Alrescha-114"", ""count"": 1}]"
21.58,Dallas,February 22,highest,F,1,1,0,1,8.5,0.0,"[{""label"": ""58-59F"", ""count"": 1}]","{""exact_range"": 1}","{""NO"": 1}","[{""handle"": ""0x22AB768409A2C6ef788F5c32CFb6d1aB4eCbd485-1760969593818"", ""count"": 1}]"
21.58,Miami,March 9,highest,F,1,1,0,1,7.88,0.0,"[{""label"": ""82-83F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""daasw"", ""count"": 1}]"
21.57,Singapore,March 17,highest,C,1,1,0,1,6.63,0.0,"[{""label"": ""32C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 1}]"
21.57,Sao Paulo,April 16,highest,C,1,1,0,1,6.55,0.0,"[{""label"": ""28C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""huskyvs"", ""count"": 1}]"
21.57,Houston,March 27,highest,F,1,1,0,1,6.74,0.0,"[{""label"": ""82-83F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""huskyvs"", ""count"": 1}]"
21.57,Busan,April 7,highest,C,1,1,0,1,6.63,0.0,"[{""label"": ""17C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""huskyvs"", ""count"": 1}]"
21.57,New York City,August 13,highest,F,1,1,0,1,7.5,0.0,"[{""label"": ""90-91F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neandertal"", ""count"": 1}]"
21.57,Toronto,January 12,highest,C,1,1,0,1,7.0,0.0,"[{""label"": ""3C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.57,New York City,September 25,highest,F,1,1,0,1,6.66,0.0,"[{""label"": ""76-77F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.57,New York City,December 4,highest,F,1,1,0,1,7.35,0.0,"[{""label"": ""37-38F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.57,Moscow,April 5,highest,C,1,1,0,1,6.9,0.0,"[{""label"": ""8C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""tianqizhishen"", ""count"": 1}]"
21.57,Chicago,January 27,highest,F,1,1,0,1,6.95,0.0,"[{""label"": ""18-19F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""Lmaccoinz"", ""count"": 1}]"
21.57,Tokyo,April 8,highest,C,1,1,0,1,7.0,0.0,"[{""label"": ""19C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""Lmaccoinz"", ""count"": 1}]"
21.57,Dallas,March 3,highest,F,1,1,0,1,7.31,0.0,"[{""label"": ""82-83F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""daasw"", ""count"": 1}]"
21.57,Paris,March 13,highest,C,1,1,0,1,7.5,0.0,"[{""label"": ""11C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""smallyua"", ""count"": 1}]"
21.57,Ankara,March 21,highest,C,1,1,0,1,7.49,0.0,"[{""label"": ""10C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""smallyua"", ""count"": 1}]"
21.57,Los Angeles,April 1,highest,F,1,1,0,1,7.35,0.0,"[{""label"": ""62-63F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""0x5264b001677b47dd2E20fe20213749DbD7909a63-1770895753458"", ""count"": 1}]"
21.56,Chicago,April 8,highest,F,1,1,0,1,5.64,0.0,"[{""label"": ""32-33F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""ColdMath"", ""count"": 1}]"
21.56,Buenos Aires,January 9,highest,C,1,1,0,1,5.94,0.0,"[{""label"": ""27C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""syacxxa"", ""count"": 1}]"
21.56,Buenos Aires,April 5,highest,C,1,1,0,1,6.5,0.0,"[{""label"": ""20C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""syacxxa"", ""count"": 1}]"
21.56,Buenos Aires,December 27,highest,C,1,1,0,1,5.9,0.0,"[{""label"": ""37C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""syacxxa"", ""count"": 1}]"
21.56,New York City,September 14,highest,F,1,1,0,1,6.25,0.0,"[{""label"": ""79-80F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""Railbird"", ""count"": 1}]"
21.56,London,September 23,highest,F,1,1,0,1,6.5,0.0,"[{""label"": ""63-64F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neandertal"", ""count"": 1}]"
21.56,London,November 23,highest,F,1,1,0,1,5.95,0.0,"[{""label"": ""53-54F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neandertal"", ""count"": 1}]"
21.56,New York City,November 4,highest,F,1,1,0,1,5.67,0.0,"[{""label"": ""57-58F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neandertal"", ""count"": 1}]"
21.56,Taipei,March 21,highest,C,1,1,0,1,5.66,0.0,"[{""label"": ""25C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""FohnHairdryer"", ""count"": 1}]"
21.56,Hong Kong,March 18,highest,C,1,1,0,1,5.86,0.0,"[{""label"": ""28C or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""YES"": 1}","[{""handle"": ""FohnHairdryer"", ""count"": 1}]"
21.56,New York City,October 1,highest,F,1,1,0,1,5.64,0.0,"[{""label"": ""72-73F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.56,New York City,November 12,highest,F,1,1,0,1,6.45,0.0,"[{""label"": ""53-54F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.56,Tel Aviv,March 26,highest,C,1,1,0,1,6.0,0.0,"[{""label"": ""15C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""GbushiCshuo"", ""count"": 1}]"
21.56,Wuhan,March 21,highest,C,1,1,0,1,6.0,0.0,"[{""label"": ""19C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""GbushiCshuo"", ""count"": 1}]"
21.56,Milan,April 2,highest,C,1,1,0,1,6.28,0.0,"[{""label"": ""21C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""poligami"", ""count"": 1}]"
21.56,New York City,January 11,highest,F,1,1,0,1,6.0,0.0,"[{""label"": ""48-49F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""Lmaccoinz"", ""count"": 1}]"
21.56,Sao Paulo,March 3,highest,C,1,1,0,1,6.3,0.0,"[{""label"": ""26C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""daasw"", ""count"": 1}]"
21.56,Chicago,March 17,highest,F,1,1,0,1,6.38,0.0,"[{""label"": ""26-27F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""0xf64145c4c47B7Ce75CDe11C15A82136a14fB2B4A-1770645462820"", ""count"": 1}]"
21.56,Shanghai,March 23,highest,C,1,1,0,1,6.2,0.0,"[{""label"": ""13C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0xf64145c4c47B7Ce75CDe11C15A82136a14fB2B4A-1770645462820"", ""count"": 1}]"
21.56,Beijing,March 22,highest,C,1,1,0,1,6.39,0.0,"[{""label"": ""21C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""smallyua"", ""count"": 1}]"
21.56,Sao Paulo,April 8,highest,C,1,1,0,1,6.11,0.0,"[{""label"": ""29C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""hgmr2"", ""count"": 1}]"
21.55,London,December 5,highest,F,1,1,0,1,4.8,0.0,"[{""label"": ""48-49F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""ColdMath"", ""count"": 1}]"
21.55,Seattle,January 19,highest,F,1,1,0,1,5.48,0.0,"[{""label"": ""46-47F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""ColdMath"", ""count"": 1}]"
21.55,Sao Paulo,February 19,highest,C,1,1,0,1,4.8,0.0,"[{""label"": ""30C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 1}]"
21.55,Atlanta,April 7,highest,F,1,1,0,1,5.01,0.0,"[{""label"": ""74-75F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""Amano-Hina"", ""count"": 1}]"
21.55,Atlanta,April 2,highest,F,1,1,0,1,5.39,0.0,"[{""label"": ""82-83F"", ""count"": 1}]","{""exact_range"": 1}","{""NO"": 1}","[{""handle"": ""Amano-Hina"", ""count"": 1}]"
21.55,Hong Kong,April 3,highest,C,1,1,0,1,5.5,0.0,"[{""label"": ""25C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""huskyvs"", ""count"": 1}]"
21.55,Mexico City,April 8,highest,C,1,1,0,1,4.96,0.0,"[{""label"": ""24C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""huskyvs"", ""count"": 1}]"
21.55,London,August 22,highest,F,1,1,0,1,5.5,0.0,"[{""label"": ""69-70F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neandertal"", ""count"": 1}]"
21.55,London,July 16,highest,F,1,1,0,1,5.0,0.0,"[{""label"": ""78-79F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.55,New York City,September 18,highest,F,1,1,0,1,5.0,0.0,"[{""label"": ""79-80F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.55,Seattle,January 26,highest,F,1,1,0,1,5.43,0.0,"[{""label"": ""44-45F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.55,Toronto,January 21,highest,C,1,1,0,1,5.42,0.0,"[{""label"": ""-2C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.55,New York City,September 24,highest,F,1,1,0,1,5.05,0.0,"[{""label"": ""83F or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.55,New York City,September 30,highest,F,1,1,0,1,5.5,0.0,"[{""label"": ""73-74F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.55,Dallas,December 9,highest,F,1,1,0,1,5.31,0.0,"[{""label"": ""67F or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""YES"": 1}","[{""handle"": ""marchyel"", ""count"": 1}]"
21.55,Toronto,December 16,highest,C,1,1,0,1,5.1,0.0,"[{""label"": ""0C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""marchyel"", ""count"": 1}]"
21.55,London,January 24,highest,C,1,1,0,1,5.05,0.0,"[{""label"": ""8C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""738925"", ""count"": 1}]"
21.55,Amsterdam,April 5,highest,C,1,1,0,1,5.0,0.0,"[{""label"": ""15C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
21.55,Dallas,April 3,highest,F,1,1,0,1,5.0,0.0,"[{""label"": ""82-83F"", ""count"": 1}]","{""exact_range"": 1}","{""NO"": 1}","[{""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
21.55,Paris,April 9,highest,C,1,1,0,1,5.0,0.0,"[{""label"": ""23C or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""NO"": 1}","[{""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
21.55,Warsaw,April 1,highest,C,1,1,0,1,5.0,0.0,"[{""label"": ""12C or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""NO"": 1}","[{""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
21.55,Dallas,April 5,highest,F,1,1,0,1,5.0,0.0,"[{""label"": ""70-71F"", ""count"": 1}]","{""exact_range"": 1}","{""NO"": 1}","[{""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
21.55,Warsaw,April 5,highest,C,1,1,0,1,5.0,0.0,"[{""label"": ""20C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
21.55,Toronto,April 9,highest,C,1,1,0,1,4.99,0.0,"[{""label"": ""18C or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""NO"": 1}","[{""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
21.55,Sao Paulo,April 6,highest,C,1,1,0,1,4.99,0.0,"[{""label"": ""29C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
21.55,Ankara,April 7,highest,C,1,1,0,1,5.0,0.0,"[{""label"": ""17C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""0x98e9cf8704286c45a124a6f35b4e7de847e32ea5"", ""count"": 1}]"
21.55,Chicago,January 24,highest,F,1,1,0,1,5.0,0.0,"[{""label"": ""10-11F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""Lmaccoinz"", ""count"": 1}]"
21.55,Shanghai,March 16,highest,C,1,1,0,1,5.13,0.0,"[{""label"": ""13C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""Alrescha-114"", ""count"": 1}]"
21.55,Seoul,February 26,highest,C,1,1,0,1,4.67,0.0,"[{""label"": ""11C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""Andyminvest"", ""count"": 1}]"
21.55,Los Angeles,April 12,highest,F,1,1,0,1,4.7,0.0,"[{""label"": ""64-65F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""Andyminvest"", ""count"": 1}]"
21.55,Tel Aviv,March 22,highest,C,1,1,0,1,4.5,0.0,"[{""label"": ""15C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0x173516ae13b47be650a6df996ec4ff2f24950319"", ""count"": 1}]"
21.55,Wellington,March 8,highest,C,1,1,0,1,5.22,0.0,"[{""label"": ""18C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""daasw"", ""count"": 1}]"
21.55,Dallas,March 16,highest,F,1,1,0,1,4.72,0.0,"[{""label"": ""46-47F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""daasw"", ""count"": 1}]"
21.55,Hong Kong,March 21,highest,C,1,1,0,1,4.8,0.0,"[{""label"": ""25C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0xf64145c4c47B7Ce75CDe11C15A82136a14fB2B4A-1770645462820"", ""count"": 1}]"
21.55,Houston,March 24,highest,F,1,1,0,1,4.66,0.0,"[{""label"": ""78-79F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""0xf64145c4c47B7Ce75CDe11C15A82136a14fB2B4A-1770645462820"", ""count"": 1}]"
21.55,Toronto,April 13,highest,C,1,1,0,1,5.42,0.0,"[{""label"": ""24C or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""YES"": 1}","[{""handle"": ""0x5264b001677b47dd2E20fe20213749DbD7909a63-1770895753458"", ""count"": 1}]"
21.55,Denver,March 27,highest,F,1,1,0,1,5.0,0.0,"[{""label"": ""50-51F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""0x5264b001677b47dd2E20fe20213749DbD7909a63-1770895753458"", ""count"": 1}]"
21.54,Seattle,February 12,highest,F,1,1,0,1,4.38,0.0,"[{""label"": ""50-51F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""0xhana"", ""count"": 1}]"
21.54,Miami,March 13,highest,F,1,1,0,1,3.65,0.0,"[{""label"": ""84-85F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""0xhana"", ""count"": 1}]"
21.54,Seattle,December 13,highest,F,1,1,0,1,3.5,0.0,"[{""label"": ""54-55F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""ColdMath"", ""count"": 1}]"
21.54,Sao Paulo,March 7,highest,C,1,1,0,1,4.1,0.0,"[{""label"": ""26C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""ColdMath"", ""count"": 1}]"
21.54,Dallas,March 4,highest,F,1,1,0,1,4.25,0.0,"[{""label"": ""72-73F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""ColdMath"", ""count"": 1}]"
21.54,Atlanta,January 9,highest,F,1,1,0,1,3.85,0.0,"[{""label"": ""72F or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""YES"": 1}","[{""handle"": ""ColdMath"", ""count"": 1}]"
21.54,Istanbul,April 6,highest,C,1,1,0,1,3.62,0.0,"[{""label"": ""19C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 1}]"
21.54,Sao Paulo,February 21,highest,C,1,1,0,1,3.74,0.0,"[{""label"": ""27C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 1}]"
21.54,Beijing,April 13,highest,C,1,1,0,1,4.03,0.0,"[{""label"": ""18C"", ""count"": 1}]","{""exact_value"": 1}","{""NO"": 1}","[{""handle"": ""huskyvs"", ""count"": 1}]"
21.54,Istanbul,April 2,highest,C,1,1,0,1,4.34,0.0,"[{""label"": ""13C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""Walter-Weather"", ""count"": 1}]"
21.54,New York City,September 16,highest,F,1,1,0,1,4.23,0.0,"[{""label"": ""73F or below"", ""count"": 1}]","{""threshold_low"": 1}","{""YES"": 1}","[{""handle"": ""neandertal"", ""count"": 1}]"
21.54,London,August 7,highest,F,1,1,0,1,4.45,0.0,"[{""label"": ""68-69F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.54,New York City,July 20,highest,F,1,1,0,1,4.0,0.0,"[{""label"": ""94F or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""YES"": 1}","[{""handle"": ""neophyt"", ""count"": 1}]"
21.54,Mexico City,April 17,highest,C,1,1,0,1,4.0,0.0,"[{""label"": ""27C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""GbushiCshuo"", ""count"": 1}]"
21.54,Atlanta,January 26,highest,F,1,1,0,1,4.0,0.0,"[{""label"": ""38-39F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""Lmaccoinz"", ""count"": 1}]"
21.54,Chicago,January 23,highest,F,1,1,0,1,4.35,0.0,"[{""label"": ""10F or higher"", ""count"": 1}]","{""threshold_high"": 1}","{""YES"": 1}","[{""handle"": ""Andyminvest"", ""count"": 1}]"
21.54,Warsaw,April 8,highest,C,1,1,0,1,3.51,0.0,"[{""label"": ""7C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0x173516ae13b47be650a6df996ec4ff2f24950319"", ""count"": 1}]"
21.54,Ankara,March 22,highest,C,1,1,0,1,3.9,0.0,"[{""label"": ""12C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0xf64145c4c47B7Ce75CDe11C15A82136a14fB2B4A-1770645462820"", ""count"": 1}]"
21.54,Tel Aviv,April 8,highest,C,1,1,0,1,4.4,0.0,"[{""label"": ""19C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0x5264b001677b47dd2E20fe20213749DbD7909a63-1770895753458"", ""count"": 1}]"
21.54,Sao Paulo,March 19,highest,C,1,1,0,1,4.0,0.0,"[{""label"": ""25C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0x5264b001677b47dd2E20fe20213749DbD7909a63-1770895753458"", ""count"": 1}]"
21.54,Sao Paulo,March 21,highest,C,1,1,0,1,4.0,0.0,"[{""label"": ""32C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0x5264b001677b47dd2E20fe20213749DbD7909a63-1770895753458"", ""count"": 1}]"
21.53,New York City,January 22,highest,F,1,1,0,1,2.95,0.0,"[{""label"": ""40-41F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""ColdMath"", ""count"": 1}]"
21.53,Atlanta,March 16,highest,F,1,1,0,1,2.91,0.0,"[{""label"": ""70-71F"", ""count"": 1}]","{""exact_range"": 1}","{""YES"": 1}","[{""handle"": ""ColdMath"", ""count"": 1}]"
21.53,Sao Paulo,February 18,highest,C,1,1,0,1,2.8,0.0,"[{""label"": ""29C"", ""count"": 1}]","{""exact_value"": 1}","{""YES"": 1}","[{""handle"": ""0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794"", ""count"": 1}]"
